Timestamps,Comments,VADER Compound,AFINN Score,TextBlob Polarity
2023-10-29T19:13:11Z,Drivers have been doing this for decades ....well before amazon existed lol,0.5423,3,0.8
2023-10-29T19:07:13Z,"little girls are allowed too order massive dildos , i had it out with amazon they told me they will carry on selling sex objects too little 10 year old girls and they threaten too close my accounts if i can on questioning them they promote sexual child abuse",-0.5994,-5,0.045
2023-10-29T18:43:42Z,"Very good documentary, it was a big employer in my town but they are leaving to go to another much bigger site.",0.2724,4,0.2275
2023-10-29T18:20:48Z,My Alexa  as just added those items to my basket maybe you should edit out the word Alexa before buying items on the video.,0,0,0
2023-10-29T18:10:13Z,It's amazing how working class people will gang up against other working class people almost like pack dogs. Yet they vote tory or ukip and wonder why they are treated like shit.,0.5594,4,0.091666667
2023-10-29T17:29:08Z,"This is why I don't buy from or through Amazon. 
Its a vile company with a smiling face hiding a vile ethos. I even leave bad reviews if I order from somewhere else like ebay and get a package drop-shipped from Amazon.
 We as a society are selfishly indifferent to the inhumane practices of these large corporations like Uber and Amazon.",-0.802,-7,-0.471428571
2023-10-29T17:26:39Z,"""Sore feet and sore back"" welcome to the real world 😂😂😂😂",-0.25,0,0.333333333
2023-10-29T17:22:11Z,"They are allowing their delivery people to drop your paid for package at your door and  leave it there and drive away after taking a picture of the package proving they have left it for someone to steal it, thus introducing the very serious American problem of Porch Theft to Britain .",-0.8425,-6,-0.144444444
2023-10-29T17:16:31Z,Bottled it when he admitted to being the guy 😂,0.1027,-1,0
2023-10-29T17:04:15Z,I liked  the elevator music at the end .......😂❤,0.4215,2,0.6
2023-10-29T16:54:05Z,"Could his parents not spell ""uber""?",0,0,0
2023-10-29T16:48:49Z,Oi you owe me money you brought a carpenters knife off my Alexa!!!! 😂😂,0,0,0
2023-10-29T16:42:41Z,Brilliant mate,0.5859,4,0.9
2023-10-29T16:03:38Z,"haha this is brilliant, its great you used Amazon's tactics against them!",0.8957,10,0.633333333
2023-10-29T15:56:07Z,"Stats off as a serious documentary,    then becomes all about him and his attempt to ""get an amazon number one spot"".   The very thing the documentary is against.
  
Please for f**ks sake keep youtube personalities away from serious public issues",0.4019,1,-0.077777778
2023-10-29T15:55:45Z,More people need to expose these cnuts as much as possible. Alot of things in this are the same as the Swansea Amazon. Anyone who shops at that chit company is also a part of the problem.,-0.3818,-3,0.166666667
2023-10-29T15:16:38Z,hmmm i love indentured servitude,0.6369,3,0.5
2023-10-29T15:16:29Z,potentially each fine could go to the person who delivered it,0.2023,2,0.208333333
2023-10-29T15:06:38Z,What a bunch of moaners,0,0,0
2023-10-29T14:45:16Z,"Was good and enjoyable.
The ratbag  part around 28 minutes is gross and drags it down pretty badly though.",-0.2023,0,0.018888889
2023-10-29T14:32:01Z,"Just to comment on the 'Urine Bottles'. I worked 18 month as a package delivery driver for UPS. The issue of having to Urinate in bottles extends to UPS too. It wouldn't supprise me, if this issue wasn't a common factor for all package delivery staff across all parcel delivery companies. Such as Evri (formaly Hermes), DPD, DHL, FedEx, DX, Parcel Force and Royal Mail just to name a few.
The biggest issue being, that as a local parcel delivery employee, you wouldn't ask customers for the use of their toilet. And most local petrol stations/services may not have toilets.  Plus, your under such time constraints on delivering parcels, you cannot take time out of your route to drive to a public serive toilet, even if one was availble in your delivery area.",-0.5423,1,0.014814815
2023-10-29T14:24:43Z,i’m so glad i’ve never had to use amazon more than a handful of times in my life.,0.6115,3,0.5
2023-10-29T14:23:27Z,Amazon: You didnt see what you witnessed....,0.1779,0,0
2023-10-29T14:22:08Z,Great work to all involved.. this is a must watch for everyone,0.6249,3,0.8
2023-10-29T14:05:21Z,Amazon be employing more and more people and then people fight them. Congratulations,0.4588,1,0.5
2023-10-29T14:03:12Z,"Don't pretent to be sick because you smell piss as you presumably are not sick every time you go to the toilet.  Your crappy acting does not fool anyone and is not at all funny.  Having carried on to look at your video I see its a good piece of work, well done.",-0.836,-6,0.093253968
2023-10-29T13:58:03Z,"Brilliant, well done. Outrageous amazon is doing that.",0.5574,1,-0.05
2023-10-29T13:48:14Z,100% fuck Amazon!,-0.4215,-4,-0.4
2023-10-29T13:38:37Z,Wtf... the watchman grew up on my old street in Preston known him for years 😯😯,0,-4,-0.2
2023-10-29T13:36:39Z,"There are even signs everywhere stating, NO PHOTOS",-0.296,-1,0
2023-10-29T13:23:10Z,Absolutely amazing,0.624,4,0.6
2023-10-29T13:18:10Z,I drive the artics into amazon and your just lifting the lid on this place!  There is a whole new set of problems just with the transport section of this company! Get in touch if you want easier access!,0.2732,-1,0.168181818
2023-10-29T13:00:00Z,27:34  IT’S STILL LIVE NOW?! :- The lawyer  😂😂😂😂,0,0,0.136363636
2023-10-29T12:55:37Z,Amazon is a disease 😢,0.1779,-1,0
2023-10-29T12:54:17Z,This is a masterpiece.,0.6249,4,0
2023-10-29T12:46:59Z,19:29 I am this far into the film and think the name for the piss drink should be called ‘fresh Piece’ or ‘best piece’  did they use this slogan?? I guess I’ll find out!,0.25,-2,0.225
2023-10-29T12:30:36Z,"Been there, done it !! It was  a hell !! :D",-0.6808,-4,0
2023-10-29T12:30:21Z,I stopped buying stuff for Amazon about 5 years ago. I have read and see stories about this company. Congratulations for putting up with this.,0.5719,1,0
2023-10-29T12:27:09Z,this is basically a middle class man with a saviour complex making it all about him but whatever works ig,0,0,-0.15
2023-10-29T12:24:24Z,"I worked at Amazon Belvedere and quit within a week, it's slave labour. I was breaking my back literally and immediately walked out.",0.1779,-3,0
2023-10-29T12:09:30Z,My mate saw an amazon van pull amay and a package was left under where the van was... he investigated... the package was warm and squishy...,0.3818,1,0.3
2023-10-29T12:08:00Z,"The double bluff…
Nice work kiddo 😎",0,0,0
2023-10-29T11:56:13Z,Surely if you just changed the tax code to be every purchase made in X nation gets the tax this would solve all of this.,0.5719,1,0.5
2023-10-29T11:54:55Z,Sorry which of the hundreds of knofes and rat poison did not require age verification?,-0.5859,-3,-0.5
2023-10-29T11:39:16Z,What a legend,0,0,0
2023-10-29T11:36:07Z,"People seem to forget we put Amazon in this position and nothing will ever change, governments and the population can say what they want but the second Amazon threatens to pull out of the country, it's no longer sunshine and rainbows, the world runs on Amazon in more ways than you think, just Google AWS, you will understand then that Amazon can just do whatever they want and it doesn't matter what you do or say about i",0.5631,1,0.25
2023-10-29T11:36:06Z,This is insanely well thought out. This man deserves a medal,0.6369,3,-1
2023-10-29T11:29:44Z,"These workers, work harder than Bazos ever has",0,0,-0.1
2023-10-29T11:29:09Z,This is awful conditions,-0.4588,-3,-1
2023-10-29T11:27:53Z,So they ruin our roads and local economy and pay no tax.,-0.7703,-4,0
2023-10-29T11:25:02Z,How has this got so low views,-0.4101,0,0
2023-10-29T11:24:44Z,But bazos needs his yacht and another 100 billion so he can brag to his friends,0.631,0,0
2023-10-29T11:18:47Z,This was very entertaining.,0.4927,2,0.65
2023-10-29T11:06:39Z,"What an absolute legend, even screws over his own lawyer!",-0.25,0,0.4
2023-10-29T11:03:44Z,Well if anything Amazon will be increasing the amount they spend on background checks for future Employees.,0.4215,0,0
2023-10-29T10:30:58Z,"you should have stayed, they didnt want you to leave,",-0.1083,0,0
2023-10-29T10:28:22Z,Urine is really good to put in a compost heap as it increases moisture & minerals of the heap!!,0.4927,3,0.7
2023-10-29T10:23:15Z,I'd live to hear a legal update on this ! wonderful doc,0.7073,5,0.445454545
2023-10-29T10:16:53Z,i really enjoyed this,0.5563,2,0.5
2023-10-29T09:41:11Z,Hey unhappy Amazon workers! Work for Argos instead!!,-0.2732,-2,-0.6
2023-10-29T09:39:40Z,Slavemazon😂,0,0,0
2023-10-29T09:26:45Z,"When I was a driver for amazon, I was doing a delivery and was halfway back to my van when a drunk driver took the front end of my van completely off. I called the police. Then I called my manager at Amazon. His first question was ""are the deliveries damaged?"", followed by ""I don't care what the police or anyone else wants, don't let them take that van anywhere until I've got those parcels back"". They sent another amazon driver to get the parcels, who arrived before the police did, emptied my van, and left.

Another time, my van broke down on a run around an hour into my shift. They sent a driver to get the parcels, and I sat waiting for recovery for seven hours. At 8pm, the recovery showed up and got my van going again. I was then told to go back to the driver that helped me and take all of my deliveries plus 20 of his, and get them delivered. The exact words were ""don't worry about going over your time on the road, all that matters is that nothing comes back""

We used to stand in the yard at amazon and swap stories of things we found to make life at amazon easier. Use an ad-blue bottle instead of a drinks bottle so you can pee more without running out of bottles to pee in. Take a bag with wipes and tissues and either deodorant or blast cans, and if you're caught short, use one of the clear bags they provide for parcels when it's raining, clean yourself up, spray to clear the smell, and find a bin on your route to dispose of it. Sounds ridiculous but when you're on site at 11am, loading at 12 noon, at your first drop for 1pm (when you finally start getting paid), you then have upwards of 250 stops. Multidrops mean you'll be knocking on 300+ doors a day in peak times. You can be out til 10pm and then have management screaming at you to ensure you re-attempt any unsuccessful deliveries from earlier in the day. You take the time to go find a toilet inbetween all that, you lose time. Especially in winter when it's pitch black from 4pm and you're hunting for house numbers in the dark with your head torch on. You lose time, the service provider drops in their stats. Amazon comes down on them for that, so they come down on you, more often than not by ""no longer requiring your services"". You can't appeal it because you're self employed, so you don't get the rights of employed staff - not that they respect those anyway. More often than not you don't even work for Amazon. They give contracts for areas to ""service providers"" - small logistics companies who are given an area and a quota of how many drivers are needed, and they manage you.

That way, if a customer is handed an age verified parcel without verification, it's so far away from Amazon's responsibility that it can never really damage them. You are self employed, your point of contact is a service provider, and that service provider is so distanced from Amazon that they can't even mention them when hiring for them! Check any UK job site for the sheer number of companies hiring for ""Our Biggest Client, the World's Largest Online Retailer!"". So if your four year old gets a knife or your six year old gets a crate of beer, you can bet the driver will be gone over it, maybe even the service provider if there's issues across multiple drivers, but by that point Amazon can simply say it's been dealt with.

They draw you in with promises of nearly £200 a day, sometimes more, but small print the part that says they'll charge you £800 a month for using their van and that, unlike anywhere else that I know of, they send a self employed driver their own invoice, where they tell you what you've worked and how many miles you've done (it's always less, obviously), and then pay you that amount. How many times have you hired a plumber or mechanic where you tell them how much time they've spent on your car or toilet, and how much it cost them to commute to work?

The training, meanwhile, is just a list of all the things they can sack you for along with the incredible advice to ""never be in a position where you have to use reverse gear"". Which is made even better by the fact that their routing usually consists of ""make a U-Turn where possible"" as the first instruction.

Despite everything I've said, it can be a good job as a driver. You see the world, you meet hundreds of new people every day, and if you like driving it can be brilliant, as you often are moved delivery areas after a stretch of time, so one day never truly matches the one before it. 

But you are never far away from all the reminders that you're just four wheels and a route number to them in a long line of people who are just four wheels and a route number. I lasted two years, and I was one of the longest serving drivers there by the time I'd finally had enough.",0.9382,0,0.111508838
2023-10-29T09:26:39Z,Wanted to watch this as a very interesting subject.  Couldn't get past ten minutes as the presenter is too annoying.  Wasted opportunity.,-0.0276,0,-0.127777778
2023-10-29T09:13:47Z,"worked for 5 years at Amazon, easily the best employer, great progression paths and the work is the lightest from any warehouse, those guys are just complaining as Amazon is an easy target, some people expect to work as they have a PHD. It’s a warehouse, you don’t like it, why u still there ?",0.92,3,0.666666667
2023-10-29T09:12:11Z,Can you please stop smelling it.,0.0258,0,0
2023-10-29T09:08:05Z,Any child should not be holding or be near any harmful items such as knives weapons or rat poisons,-0.765,-4,0.05
2023-10-29T08:49:03Z,Great documentary.  I laughed all way through it and at the end became ex prime customer.  Bye Jeff,0.7964,4,0.5
2023-10-29T08:38:16Z,"lol 😂 the solicitor was impressed you could tell. He should of know about all these loop holes in the law. All of these law abiding companies that have offshore accounts. And Tax avoidance schemes. I think Channel 4 has shown how to do these sort of things, you will find that there will be a lot more schemes and scammers out there trying this out. Not that there is not enough out there anyway.  But a cool documentary and that.",0.6187,7,0.441666667
2023-10-29T08:17:09Z,I’m not buying from Amazon ever again. Our high streets are dying we need to be supporting them.,0.3361,-2,0.205
2023-10-29T08:15:12Z,The fact you made him speechless is absolutely golden.,0,0,0.3
2023-10-29T08:00:56Z,Interesting video but at the very beginning of it if it said that it wasn't suitable for people over 16 then why isn't there an age restriction on the video or why is it even on a publicly accessible website in the first place where anyone can watch It Also they should never let people of 18 or  Younger youths or hold knives even if they are wrapped up Younger youths or hold knives even if they are wrapped up,-0.2023,3,0.267857143
2023-10-29T07:43:34Z,Genius sheer genius more heists please oobah,0.3774,1,0.25
2023-10-29T07:40:52Z,"I just got my 5 year bonus, I'm laughing 😛",0.7717,1,0
2023-10-29T07:29:04Z,"Slavery is a serious crime. 
Amazon gets away with this on a colossal scale!!!!!!!
The absolute worst company I’ve ever worked for!",-0.9186,-9,-0.208333333
2023-10-29T07:07:04Z,"I did quite a lot of work in similar jobs in my late teens and early twenties; order picking / packing / production, and a few stints for Royal Mail during Christmas holidays.  These types of jobs are what they are... back-breaking, soul-destroying stuff. I have huge respect for anyone who makes a living this way.  it may be divisive to say so, but what I saw changed these sorts of jobs was large scale immigration.  Back in the late 90's / early naughties there wasn't the supply of immigrant labour we have come to see in more recent years, and the employers had to find  balance between working conditions, pay, and the realities of those types of jobs in order to keep a stable workforce (reading comments staff retention in these jobs hasn't changed, a 3-4 week turnover typical).  I could earn £21k+/annum picking on night shifts (back then min wage was £3.60/h), had flexibility on shift rotations, in some places I could even choose the hours I worked so long a minimum standard was achieved. Why?  Because that's what was needed to keep bums in seats, to keep enough bodies moving through.  With large-scale immigration came a workforce that would accept lower wages with longer hours and poorer standards, employers capitalised, and it happened fast.. in a couple years it all changed. The last such job I worked was around 2005, 12-hour night shifts in a chicken processing factory for minimum wage, with militant supervisors, and where I needed to tap up an interpreter to speak to anyone because everyone else was Eastern European. Seems to me that those same employers are now in a quandry because that migrant / immigrant workforce isn't as plentiful or have naturalised here in the Uk, and for native folks the lowered working standards and pay don't pass muster. The employers will hold out as long as they can, how many have we seen blaming Brit's as lazy and unwilling to work?  The reality I would suggest is that the golden goose of low-cost immigrant labour was never going to last, and is on the change, and they don't like it because maybe it means they have to wave goodbye to some of those profits to keep a stable workforce.",0.0606,1,0.014726631
2023-10-29T06:59:18Z,"Is a job at Amazon some kind of punishment like a prison sentence or a voluntarily applied for job?
Clearly, people who can do a real job should not be required to pay tax, because the 'working classes' can pay all the tax after all they're the only ones who need it back from DWP",-0.624,-4,0.2
2023-10-29T06:56:38Z,Unions :-!,0,0,0
2023-10-29T06:54:22Z,amazon should get masive fines for how they treat the workers!,0.5267,-2,0
2023-10-29T06:49:09Z,Brilliant.  Is anyone else thinking of setting up a business in Belize?,0.5859,4,0.9
2023-10-29T03:51:54Z,Every UK citizen need to share this documentary far and wide. The country is in pieces and look how much tax they are avoiding. I'm going to find it very hard to spend money with amazon in future.,-0.0498,0,-0.029861111
2023-10-29T03:22:32Z,Im horrified that an employer in todays age gets away with treating its staff so bad.,-0.8398,-6,-0.7
2023-10-29T03:09:59Z,DON'T SUBSCRIBE TO FAKE NEWS CHANNELS WHO SUCK GOVERNMENT ASS😂😂😂BANCH4,-0.089,-6,-0.5
2023-10-29T02:36:29Z,"A great name for the drink, call it AMAZON 'we take the piss' 😂😂😂😂",0.4767,-1,0.8
2023-10-29T02:36:11Z,This was actually quite funny.,0.4927,4,0.125
2023-10-29T01:53:50Z,"im Coventry born and bred and know the problems my city has faced so many times over the last 60 odd years regarding unemployment. for some reason we have an elephant on our coat of arms, but have adopted the phoenix as our second mascot as it is the mythical bird that comes back to life, just as we have done so many times before. you may also know that 'Ghost town' is our theme song, although the song itself was written about the social downfall of the uk as a whole. but the specials (who wrote, produced and sung the song) are also Coventry born and bred.

i say all this because my city has undergone transformation many times since it was given its royal charter in 1345, including hosting the houses of parliament twice, meaning that we were, at those times, the capital of england. or in other words, my city needs amazon! so whilst pointing at the Coventry branch might seem like the right thing to do, and by all accounts im on your side that we need to form a union to protect the workers, they dont go in there with their eyes closed! there has been so much filmed and written about the poor working conditions at all of these sites, or certainly many of them, as to inform prospective workers of said conditions. however, working brings about self respect, especially for those who have struggled to gain employment for many years. this is what makes those working conditions more bearable for most of those employed, not just in Coventry but other sites throughout the world.

but, having watched the video and all the work you went to to try to bring about change, i can only applaud you for your courage! firstly for getting a job amidst all the pressure you must have felt, especially once you were caught out inside the building and how nervous you must have felt trying to get out of the building. and then to do your very best to bring about even more awareness of the shady practices amazon use to avoid paying taxes, not just in the uk but [again] throughout the world. so well done oobah, you did what few other media stars have been able to do. but next time, please choose somewhere other than Coventry if you want to bring about change. if what you do works, it'll find its way to my city, eventually.........",0.9757,1,0.156528418
2023-10-29T00:51:49Z,"Whats so funny is that I work at Amazon (in a fullfilment centre much like in this video) and funilly enough it is nothing like this. Workers get treated fairly, if you have health isssues you can get medically assessed and essentially put on easier tasks to do. There are many events hosted frequently for workers and funnily enough, might be bad in Coventry but the second half of this documentary focused on how workers are treated in America, yes it may be crap there but funilly enough in the UK its the complete opposite. You people are just afraid of hard work unfortunately - granted its repetetive and long hours but it puts food on the plate. Anyone can join amazon and work their way up.",0.8944,4,-0.059920635
2023-10-29T00:34:13Z,"To think as well… these drivers are pissing in bottles, heck maybe shitting themselves… can’t clean themselves properly and can’t wash their hands WITH SOAP. Then they have to touch your parcels and touch your door 🪦😨😭🤮😭 foul. Poor drivers, and poor society honestly. This is so wrong. This is dehumanising and debilitating people, and a health violation across the board 👩🏻‍⚖️",-0.9437,-12,-0.055555556
2023-10-29T00:00:08Z,This was fantastic; didn't skip a second of the video.,0.5574,4,0.2
2023-10-28T23:32:45Z,"45:00 You can hear the windows shutdown theme from the lawyer's face, realizing how beautiful the strategy was.",0.5994,3,0.85
2023-10-28T22:51:21Z,"The irony of this video is that the generation now is making videos on YouTube about people who work for a living. Despite the conditions, they have been However, has shown conditions have improved since people went into coal mines. I agree that Amazon exploit their position. There is only one way to describe that a union representation is no longer due to the migration of workers outside of the UK circumstances just want to earn a living have supresed the  unions. You can't have it both ways, very simple. An absolutely piss poor video, you should have kept the job in the Amazon warehouse.",-0.2195,-6,-0.054166667
2023-10-28T22:27:41Z,@41:44 'why would the police be interested in this?'........'Because its a criminal offence Oobah' HAHAHA,0.1779,0,0.016666667
2023-10-28T22:23:36Z,THIS IS GREAT!!!!!!!,0.6249,3,0.8
2023-10-28T22:11:49Z,"The HMRC section got me laughing out loud! Brilliant 😂 loved the lawyer's reaction to it, too",0.8979,8,0.566666667
2023-10-28T22:05:10Z,Aren't you the same dude who faked the vice documentries?,0,0,0
2023-10-28T20:53:28Z,AMAZING,0.5859,4,0.6
2023-10-28T20:46:08Z,"Great documentary. A ridiculous setup Amazon have got going, we also need some of the security staff to also stand with the packing staff and treat them with dignity after reading some of the comments on here.",0.8779,2,0.155555556
2023-10-28T20:19:24Z,"Look you're going to have aches when you start a job as your body gets used to the work.  You'r body aches when you go to the gym, it's not a bad thing.  If you have an injury that impacts your life that's different.",-0.4497,-5,0.175
2023-10-28T20:18:25Z,My alexa just bought a knife 😅,0,0,0
2023-10-28T20:06:38Z,quite glad I cancelled my subscription and stopped using their service years ago. This seems more like a prison camp than a job.,-0.1706,1,0.5
2023-10-28T19:59:23Z,"As someone that worked at the Coventry warehouse for about 4-5 months (started about a month before Christmas) around 3 years ago, the place has either drastically changed or the downsides are being oversold for dramatic effect.

The scanners are just metal detectors, which should come as no surprise seeing as it is a warehouse dealing with a lot of easily stolen items, the scanners obviously make this a lot harder (but not impossible 😉)

Yes your feet hurt, but that's because you're walking around on a solid concrete floor for up to 10 hours a day. Amazon provides basic hard toe boots which obviously aren't going to be the best considering how many people they have to provide them for but you are welcome to bring your own or put comfier insoles in the ones they provide.

In areas where you are likely to be standing for a long time (as opposed areas where you move around a lot such as outbound) thick rubber mats are provided to help minimise the issues that come from standing too long.

Moaning about 'constant surveillance' is idiotic, there isn't some shadowy room with a wall of screens and a team of people watching at all times, they're literally there to get footage to refer back too in the chance that there is an incident such as an accident, theft, fire, assault etc

All of the warehouse issues mentioned are standard issue not just for amazon but for a lot of warehouses in general, some issues can be alleviated or exasperated depending on what the particular warehouse produces/provides, and the issue of sore feet/back/etc. are standard on any physically demanding job.

I had heard people talk about the conditions at amazon warehouses and always told them the Coventry one was sound, assuming it was because it wasn't your usual amazon warehouse (the Coventry warehouse is one of only 2 of its type in Europe, the other being in Germany I believe, that purely deals with supplying other amazon warehouses with its products to then be picked, packed and shipped to customers) but am now wondering whether complaints at other warehouses are also being overblown.

This isn't a defence of Amazon, the other things mentioned in the documentary such as the tax avoidance, lack of age verification and drivers having to piss in bottles are obviously bad and I can't speak on those issues as I don't have first hand experience with any of them but I have worked in the very warehouse featured in the documentary and to me the benefits far outweighed the negatives.",-0.9834,-20,0.055952381
2023-10-28T19:49:45Z,"If you find a carrier bag, do not touch it it will be full of excrement. Don't ask how I knowJust trust me",0.5106,1,0.35
2023-10-28T19:44:58Z,"I worked in the courier business and warehouses  for 20 years, and my role was asset protection and the one thing I  learned very quickly  was don't trust the workers because the minute you do, they will steal everything.",-0.5271,1,0.433333333
2023-10-28T19:28:40Z,Sounds like Tesla,0.3612,2,0
2023-10-28T19:12:43Z,I definitely don't have enough friends to get a piss drink to no.1 on amazon,-0.4685,-5,0
2023-10-28T19:01:40Z,"Is this Coventry, England ?",0,0,0
2023-10-28T19:01:26Z,"not sure why people are complaining, THIS IS the system we so loved. The best in the world so we are told.",0.8268,4,0.483333333
2023-10-28T18:55:56Z,"Great investigation, well done Oobah.",0.7351,3,0.8
2023-10-28T18:46:12Z,"This is PhD Stuff ,, Very well done.",0.3384,0,0.2
2023-10-28T18:31:24Z,"What in the name of all that is holy, is this about?

I can’t believe people would waste time, energy, breath, bandwidth on this…

Kinda funny.",0.296,3,0.025
2023-10-28T18:21:58Z,im getting distracted cause of the use of the TF2 font,-0.34,-2,0
2023-10-28T18:12:41Z,"I'd watch if it wasn't Channel 4, they're worse than the BBC.",0.3724,-3,-0.4
2023-10-28T18:08:51Z,This was by far the best video I've watched on YouTube EVER... fantastic job.. Thanks for your hard work on exposing them.. Looking forward to watching more of your videos.,0.8481,7,0.318055556
2023-10-28T17:43:37Z,This guy looks like Lesbian Nana,0.3612,2,0
2023-10-28T17:43:20Z,"Well we’ll we’ll we’ll. I am truly aghast.

I honestly thought Amazon would be a thoroughly progressive, compassionate, reputable employer that’s puts it people at the heart of everything they do.",0.9475,0,0.55
2023-10-28T17:32:41Z,"I used to work in retail. Most recently at Screwfix. We had one of those mystery shoppers come in and try to buy an age restricted item. We were all trained on it, the hand units had a reminder and the tills had a reminder as did the invoice, we even had to put age restricted items on red bags and highlight the age restriction section so that employees were reminded to challenge if the customer looked under age. I refused to serve the mystery shopper but if I had: I would have been sacked on the spot, fined as would the company and I would have legal issues. F*CK Amazon getting away with that and saying that ""only 4 items needed age verification""",0.25,-6,0.14
2023-10-28T17:32:39Z,"Hahaha not a native Coventry citizen to be found in that place.
England has gone to the dogs.",0.5574,3,0.2
2023-10-28T17:30:46Z,The politicians who allow this to happen are the real criminals,-0.4215,-2,0.2
2023-10-28T17:23:27Z,No one recognising you? No. Who is he? So he basically just applied for a job! What a load of shit.,-0.7906,-6,-0.2
2023-10-28T17:03:15Z,I love this lawyer 😂,0.6369,3,0.5
2023-10-28T16:56:03Z,Just funny how Amazon supervisors and managers think they have a really good job!,0.7778,7,0.475
2023-10-28T16:30:16Z,"It's about time someone did something... like, pay a bit extra and get it elsewhere? Naaaaah",0.2732,1,0
2023-10-28T16:27:51Z,Nice to see Boris Johnson's son is doing something useful with his life...,0.6908,5,0.45
2023-10-28T16:18:18Z,"I used to think Ramsay Bolton was the worst, but he's made great amends by this expose of Amazon, keep it up Ramsay👍...",0.6155,-1,-0.1
2023-10-28T16:15:28Z,Try working TJ HUGHES you don't know suffering until you've done that bullshit. XD,0.3724,-6,0
2023-10-28T15:42:01Z,"Step back, get someone likeminded to play the role, keep going, bring back Robin…you’re doing it right. Kudos",0.6908,3,0.095238095
2023-10-28T15:39:19Z,Amazon is hell hole,-0.5994,-4,0
2023-10-28T15:28:17Z,I have never ordered anything from Amazon and I never will.,0.1779,0,0
2023-10-28T15:25:11Z,"Interesting video, smart guy but why waste your talent working for the c4 corp? You could do this stuff alone.",0.0516,2,0.171428571
2023-10-28T15:13:04Z,"That aside this was a brilliant film! Amazon should be ashamed at their a shambolic behaviour, regular failures in H&S, tax evasion, criminal selling and disgusting working conditions, all pointed out in this film. About time to tell Alexa to F off,  and up yours Amazon!",-0.7717,-6,-0.125
2023-10-28T15:08:02Z,Pyrocynical?,0,0,0
2023-10-28T15:05:04Z,Such a good documentary,0.4404,3,0.233333333
2023-10-28T14:51:04Z,Alexa has just confirmed she’s added a knife to my basket….😮,0,0,0.4
2023-10-28T14:46:15Z,"I was a delivery driver for an amazon dsp, and the pissing in bottles thing is so true 😂 Every driver had to go in a bottle in the van and every week someone would forget to take a bottle out and someone would find a piss bottle in the van 😂 I quite enjoyed my time as a driver tbh but it was a brutally hard job.",-0.7427,-8,0.186111111
2023-10-28T14:41:07Z,Capitalism strikes once again.,-0.3612,-1,0
2023-10-28T14:33:07Z,I'm not renewing my amazon prime subscription after that and am going to find other retailers to buy through in the future.,-0.1326,0,-0.0625
2023-10-28T14:23:24Z,That look on Colins face realising that Amazon wouldn't have nothing on him ROFL! You really see that for a few seconds him trying his hardest to think like all the laws that could get him in trouble and not finding any 😂🤣🤣,-0.3607,4,0.15
2023-10-28T14:23:19Z,"I spent almost 3 years working as an Order Picker / Process instructor / Waterspider for Amazon. After about 2 years of doing that job which involved either 2300 squats per shift (average) OR about 15 miles of walking, I was suffering quite severe leg pain. I started taking Co-codamol before, during and after each shift. Eventually Co-Codamol wasn't enough and my Doc wouldn't provide anything more powerful, so I started doing 'Cold Water Extraction' of the pills, to remove the paracetamol, and just leave me with pure Codeine. This worked, taking quite massive doses for a while, and seeing as it was a TOTALLY legal drug as far as the the Amazon drugs testing could tell, it wasn't a problem. After putting up with it for another year the pain was too much, and I spoke to HR about it, and their answer was 'It's just the nature of the job', basically, tough titty......I couldn't tolerate the pain and was shaking by the end of each shift. I took them up on their 'Offer' and took the voluntary redundancy package. After leaving Amazon, I was still in intense pain each day, and my Doc still wouldn't provide pain medication (OR a diagnosis), so I found an alternative form of pain relief that meant that I was able to carry on working.....Heroin. For the next 6 years I was an active IV heroin user as a result of what I suspected was nerve damage from the 2300 squats per day. The heroin took the edge off the pain enough so that I was able to function normally. Eventually I managed to cut down on the drug use, but it did take multiple trys, and a stint in a rehab facility at a cost to myself of £4K for a 2 week stay! I was older than optimum for working at Amazon, being 42 when I started. Ideally if you are thinking about a job there, you should be in your late teens or early 20s so that you have the physical resilience to recover from the physical effects of each shift. Once the pain killer use starts to get serious.....GET OUT instead of doing what I did and resorting to stronger and stronger painkillers. Working for Amazon DOES destroy people physically. I'm fairly sure that for some people the hugely repetetive nature of the job could be mentally harmful too. I DO know of people who got fired for taking too many piss breaks. I DO know of one guy who had to walk to the front gate so that he could be seen by paramedics (Amazon security refused to let them in) after he'd had a heart attack. He later died, and his manager phoned him next day to find out why he wasn't in work. I don't doubt ANY of the horror stories that I hear about Amazon, it IS without ANY doubt one of the most ethically broken organisations that I've ever been unlucky enough to work for.",-0.99,-38,0.107978279
2023-10-28T14:11:36Z,Bring exposed to that many magnetic scans could potentially harm health,-0.5859,-3,0.25
2023-10-28T14:06:46Z,I was RME technician at bhx7 and a few others The management are absolute tits specially at bhx7,-0.2263,-2,0.119047619
2023-10-28T13:55:00Z,great doc as per usual. amazingly donee,0.6249,3,0.383333333
